,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
2790,5.0,1,2.0,2.0,1,3.0,2.0,1
2791,6.0,1,3.0,2.0,1,1.0,1.0,1
2792,4.0,1,0.0,2.0,1,2.0,0.0,1
2793,2.0,0,7.0,6.0,0,6.0,7.0,0
2794,7.0,1,3.963354474982382,0.0,1,1.0,2.0,1
2795,3.0,0,9.0,4.0,0,8.0,3.0,0
2796,10.0,1,0.0,1.0,1,3.0,0.0,1
2797,8.0,1,3.0,2.0,1,3.0,0.0,1
2798,3.0,0,8.0,3.0,0,8.0,6.0,0
2799,3.0,0,7.0,6.0,0,9.0,4.0,0
2800,5.0,1,3.0,0.0,1,2.0,1.0,1
2802,5.0,1,0.0,0.0,1,4.0,2.0,1
2803,2.0,0,4.0,5.0,0,5.0,7.0,0
2804,1.0,0,7.0,6.0,0,15.0,3.0,0
2805,7.0,1,2.0,1.0,1,1.0,0.0,0
2806,2.0,0,7.0,4.0,0,7.0,3.0,0
2807,2.0,0,6.0,3.0,0,6.0,6.0,0
2808,3.0,0,8.0,5.0,0,11.0,6.0,0
2809,2.0,0,8.0,3.0,0,14.0,4.0,0
2810,11.0,1,1.0,2.0,1,1.0,0.0,1
2811,8.0,1,1.0,0.0,1,1.0,0.0,1
2812,7.0,1,3.0,1.0,0,1.0,1.0,1
2813,2.0,0,7.0,7.0,0,9.0,8.0,1
2814,0.0,0,9.0,6.0,0,14.0,7.0,0
2815,2.0,0,8.0,6.0,0,6.0,4.0,0
2816,4.0,1,0.0,2.0,1,3.0,1.0,1
2817,6.0,1,2.0,1.0,1,2.0,1.0,1
2818,8.0,1,1.0,1.0,1,2.0,2.0,1
2819,3.0,0,5.0,6.0,0,13.0,3.0,0
2820,9.0,1,0.0,2.0,1,1.0,0.0,1
2821,3.0,0,7.0,4.0,0,9.0,8.0,0
2822,8.0,1,2.0,0.0,1,1.0,1.0,1
2823,11.0,1,0.0,1.0,1,3.0,1.0,1
2824,1.0,0,7.0,3.0,0,7.0,4.0,0
2825,10.0,1,2.0,2.0,1,1.0,0.0,0
2826,5.0,1,1.0,2.0,1,4.0,0.0,1
2827,2.0,0,8.0,5.0,0,7.0,9.0,0
2828,2.0,0,4.0,4.0,0,10.0,3.0,0
2829,3.0,0,7.0,5.0,0,6.0,4.0,0
2830,8.0,1,1.0,0.0,1,2.0,1.0,1
2831,3.0,0,5.0,6.0,0,12.0,5.0,0
2832,2.0,0,4.0,4.0,0,9.0,8.0,0
2833,11.0,1,0.0,0.0,1,3.0,2.0,0
2834,8.0,1,2.0,1.0,1,1.0,1.0,1
2835,1.0,0,8.0,5.0,0,11.0,8.0,1
2836,4.0,1,1.0,0.0,1,4.0,1.0,1
2837,2.0,0,5.0,4.0,0,6.0,7.0,0
2838,7.0,1,3.0,1.0,1,6.268862911795962,1.0,1
2839,7.0,1,2.0,2.0,1,1.0,1.0,0
2840,2.0,0,8.0,6.0,0,12.0,4.0,0
2841,4.0,1,2.0,0.0,1,3.0,0.0,1
2842,2.0,0,8.0,5.0,0,12.0,5.0,0
2843,10.0,1,2.0,1.0,1,3.0,1.0,1
2844,11.0,1,1.0,0.0,1,3.0,2.0,0
2845,4.0,1,0.0,2.0,1,5.0,2.0,1
2846,0.0,0,5.0,6.0,0,12.0,7.0,0
2847,1.0,0,7.0,3.0,0,9.0,3.0,0
2848,1.0,0,8.0,4.0,0,5.0,5.0,0
2849,2.0,0,4.0,5.0,0,6.0,4.0,0
2850,0.0,0,9.0,3.0,0,11.0,3.0,0
2851,1.0,0,4.0,3.0,0,10.0,4.0,0
2852,10.0,1,2.0,0.0,1,3.0,1.0,0
2853,1.0,0,5.0,5.0,0,13.0,6.0,0
2854,5.0,1,0.0,2.0,1,5.0,1.0,1
2855,1.0,0,9.0,4.0,0,10.0,8.0,0
2856,1.0,0,7.0,5.0,0,10.0,5.0,0
2857,2.0,0,5.0,3.0,0,9.0,3.0,0
2858,1.0,0,9.0,5.0,0,11.0,8.0,1
2859,2.0,0,7.0,4.0,0,13.0,7.0,0
2860,5.0,1,2.0,1.0,1,2.0,2.0,1
2861,1.0,0,6.0,5.0,0,14.0,5.0,0
2862,9.0,1,2.0,0.0,1,3.0,2.0,1
2863,1.0,0,4.0,6.0,0,9.0,5.0,0
2864,2.0,0,4.0,4.0,0,8.0,7.0,0
2865,1.0,0,6.0,7.0,0,13.0,7.0,1
2866,3.0,0,8.0,3.0,0,6.0,7.0,0
2867,8.0,1,3.0,3.0,1,4.0,2.0,1
2868,2.0,0,5.0,4.0,0,7.0,8.0,0
2869,2.0,0,7.0,5.0,0,14.0,3.0,0
2870,2.0,0,5.0,3.0,0,7.0,4.0,0
2871,3.0,0,5.0,4.0,0,7.0,4.0,0
2872,0.0,0,6.0,4.0,0,13.0,3.0,0
2873,8.0,1,2.0,1.0,1,2.0,1.0,1
2874,4.0,1,1.0,2.0,1,5.0,0.0,1
2875,0.0,0,8.0,5.0,0,14.0,5.0,0
2876,1.0,0,7.0,6.0,0,5.0,9.0,0
2877,2.0,0,5.0,6.0,0,7.0,6.0,0
2878,2.0,0,7.0,4.0,0,12.0,8.0,0
2879,9.0,1,2.0,1.0,1,5.0,0.0,1
2880,0.0,0,6.0,3.0,0,7.0,5.0,0
2881,4.0,1,1.0,2.0,1,1.0,2.0,1
2882,1.0,0,9.0,3.0,0,7.0,6.0,0
2883,7.0,1,2.0,2.0,1,1.0,1.0,1
2884,11.0,1,0.0,2.0,1,3.0,1.0,1
2885,10.0,1,0.0,0.0,0,2.0,0.0,1
2886,7.0,1,0.0,0.0,1,5.0,2.0,1
2887,0.0,0,9.0,6.0,0,6.0,3.0,0
2888,5.0,1,0.0,1.0,1,1.0,0.0,1
2889,6.0,1,0.0,0.0,1,3.0,0.0,1
2890,8.0,1,2.0,0.0,1,1.0,2.0,1
2891,6.0,1,3.0,1.0,1,5.0,1.0,1
2892,9.0,1,2.0,0.0,1,1.0,2.0,1
2893,9.0,0,2.0,0.0,1,4.0,2.0,1
2894,0.0,0,9.0,3.0,0,12.0,3.564726631393298,0
2895,3.0,0,7.0,6.0,0,6.0,6.0,0
2896,3.0,0,8.0,3.0,0,14.0,9.0,0
2897,4.0,1,1.0,1.0,1,4.0,0.0,1
2898,11.0,1,1.0,3.0,1,2.0,0.0,1
2899,3.0,0,6.0,6.0,0,6.0,9.0,0
